ID	DataSet	Text	Off	Slur	Nom	Dist	Cat
D-14861	D	RT @BruceForce: Study these birds closely. See if you can spot the female . It can be done. Even with limited bird watching skills. http://t..	N	N	N	N	nonNone
D-15284	D	RT @DanielGennaoui: A bird that courts females by building a beautiful nest with bright objects: http://t.co/gi2rRlGRo6 ... #wildlife http://...	N	N	N	N	nonNone
D-15632	D	RT @jarieVee_: 24. Her. When we found her she was so sloppy and I tried to drag her to the car.	N	N	N	N	nonNone
D-15776	D	RT @HEGS_com: What's that bright yellow thing the ref just showed to Martins Indi?! I can't remember seeing one of those before! #clubmetro	N	N	N	N	nonNone
D-15902	D	RT @HuffingtonPost: Obama: ""I will always do what is necessary to protect the American people and defend against evolving threats to our ho...	N	N	N	N	nonNone
D-17305	D	RT @PoisonedKissx3: This white boy reached 999 in flappy bird, im so done with life...	N	N	N	N	nonNone
D-17346	D	RT @ProBirdRights: i see you again didn't election bird for government, america . that okay. i guess i just take this free cookie for everyo…	N	N	N	N	nonNone
D-17473	D	RT @RegaloDeJah_: "@Ausettt: Girls like her make it hard for the rest of us	N	N	N	N	nonNone
D-18210	D	"RT @TooRacist: Some black guy at my school asked if there were colored printers in the library. ""It's 2014 man you can use any printer you..."	N	N	N	N	nonNone
D-18474	D	"RT @WhyVee: @georgegalloway A Muslim wmn covers the yellow star of Jewish neighbour with her veil to protect her, Sarajevo,1941. http://t.c...	N	N	N	N	nonNone
D-18953	D	RT @alisonkent: Also as part of my release day gift (yes, we get those!) this adorable bumblebee bear! #Montlake http://t.co/SC3AjXCiRB	N	N	N	N	nonNone
D-19088	D	@blogredmachine: I wonder if those fans in LA feel like Charlie Brown after Lucy pulls the ball away... #JoeyVotto	N	N	N	N	nonNone
D-19753	D	RT @Talkmaster: People who would vote for Charlie Crist and Michelle Nunn are why our founders did NOT put a right to vote in our Constitut&#8230;	N	N	N	N	nonNone
D-19833	D	RT @karen_gonski: i wish i was one of those girls who guys liked no matter what...ike i could wear sweats and my hair up and they would sti...	N	N	N	N	nonNone
D-19949	D	RT @librarianknight: More queer lady Templars. That's my point.	N	N	N	N	nonNone
D-20005	D	RT @lnsaneTweets: when other girls wear beanies they look cute & stylish but when i wear them i look like a member of a drug cartel who sel...	N	N	N	N	nonNone
D-20111	D	RT @michellemalkin: Mass. GOP Gov.-elect Charlie Baker: No driver's licenses for illegal aliens ==&gt; http://t.co/3vkLYmJWjS #NoAmnesty	N	N	N	N	nonNone
D-21746	D	"Some black people live in an entirely different world where everything is peaches and cream, apparently. Take off the rose colored glasses"	N	N	N	N	nonNone
D-22612	D	@NoBeeetch: Don't start ""@bdoulaoblongata: They are blocking us in #Ferguson	N	N	N	N	nonNone
D-22903	D	Virtually zero protections for LGBTQ persons in Alabama. Not a lot of acceptance, either. Think about queer Alabamian kids today?	N	N	N	N	nonNone
D-23092	D	What manner of black folk take their kids riding in the ghetto to point out misplaced youth and victimized & cursed brethren and say:	N	N	N	N	nonNone
D-23892	D	I say I'm a woman with a strong personality that doesn't play well with others	N	N	N	N	nonNone
D-24375	D	greatwhiteprivilege: straight people are like &#8220;can we all just be nice to each other&#8221; and queer people are... http://t.co/MiKfbLNZII	N	N	N	N	nonNone
D-24608	D	"and now every time me and my friend talk, no matter the subject, her nips haunt us . it's as if one nip was introducing itself to the other. "	N	N	N	N	nonNone
WH-25049904	WH	I don't even remember any of these people #mkr	N	N	N	N	nonNone
WH-26326439b	WH	These girls are either hand or feet models #MKR	N	N	N	N	nonNone
WH-26989237	WH	These girls should know skinny sausages are no fun at all. #mkr	N	N	N	N	nonNone
WH-29178646	WH	These girls are acting like they put up three good dishes! Reality check use didn't! Get off that high horse!! #mkr	N	N	N	N	nonNone
WH-29406736	WH	Oh god, all these people that I don't like that I'd forgotten about #goaway #10000teamsleft #MKR	N	N	N	N	nonNone
WH-39935935	WH	Who are all these people? I've forgotten #mkr	N	N	N	N	nonNone
WH-55508885	WH	#mkr why do all these people WANT to cook for a living? Don't they realise it's another chore, just more housework? It's fun once or twice &gt;	N	N	N	N	nonNone
WH-75142659	WH	These girls say they're butchers, I once worked at a boat hire shop so I must be a ship captain #MKR	N	N	N	N	nonNone
C-86564397	C	Most Americans want you to succeed from our country! We are praying for you saftey on your trip back to sanity	N	N	N	N	nonNone
WH-365105604	WH	Who was responsible for convincing these girls they were so pretty? #MKR	N	N	N	N	nonNone
WH-394496111	WH	Are you kidding me? These girls on #MKR didn't cook their own tomatoes or peppers?!?	N	N	N	N	nonNone
WH-502801101	WH	to be honest I would rather have had those "models" stay #mkr	N	N	N	N	nonNone
WH-542089546	WH	Are these girls for real? You're promo models and struggling 6's at best #oppositeofkillinit #pipedown #mkr	N	N	N	N	nonNone
WH-943210460	WH	@mykitchenrules Steve. Drasko is the male equivalent of those faux models wannabe... #MKR	N	N	N	N	nonNone
WH-2359256119	WH	RT @fee_bee_63: Who was responsible for convincing these girls they were so pretty? #MKR	N	N	N	N	nonNone
WH-2705686573	WH	How did these girls on #MKR even pass the test to cook on this contest? #getitright	N	N	N	N	nonNone
WH-3004682262	WH	#MKR2015 #MKR I don't think these girls can cook. Also pls stop the duck face	N	N	N	N	nonNone
WH-3063966541	WH	Who are these people LOL #MKR	N	N	N	N	nonNone
WH-5.67E+17	WH	RT @pies_n_prophet: @HPluckrose @RichardDawkins 'these people do not share your values' former archbishop of Mosul we project our enlighteâ€¦	N	N	N	N	nonNone
WH-5.68E+17	WH	@curdistani The scary thing is that these people are the leaders of their culture. He should get together with Oktar and his anti-evolution.	N	N	N	N	nonNone
WH-5.69E+17	WH	Cleaning up old screenshots folder. Found http://t.co/mHR085XDew - I miss these people. THOSE STACKS. SO MANY STACKS.	N	N	N	N	nonNone
WH-5.70E+17	WH	I'm nervous in a weird way, because these people are kind of like my extended family. It's not a hard talk to give to strangers.	N	N	N	N	nonNone
WH-5.75E+17	WH	@wetsprocket but given that these people seem to not understand the difference between charity and NPO, why bother giving them my time?	N	N	N	N	nonNone
D-11-AP	D	RT @priya_ebooks: protect young girls at all costs but please protect young brown girls especially because no one is here to protect them	N	N	N	N	nonNone
M-125a	M	I never made the claim that all poor people voted for Clinton but 13 points is a large spread.	N	N	N	N	nonNone
WH-13857342a	WH	I didn't think there were any of those people left...	N	N	N	N	nonNone
WH-13857342b	WH	Shoutout to all those people that emailed FreeBSD thinking that they were my employer. Oh wait, that's still happening.	N	N	N	N	nonNone
WH-13857342d	WH	"A new study released today says teens are not getting enough sleep" - no kidding? Who pays these people to say things that are obvious?	N	N	N	N	nonNone
WH-13857342f	WH	@desertfox899 @jhamby why interact with these people?	N	N	N	N	nonNone
WH-13857342g	WH	@theMirai @SirGoldenrod @sloshedtrain2 @srhbutts it's incorrect. it's in no way related to email addresses (are these people technical?)	N	N	N	N	nonNone
WH-13857342j	WH	Cleaning up old screenshots folder. Found http://t.co/mHR085XDew - I miss these people. THOSE STACKS. SO MANY STACKS.	N	N	N	N	nonNone
WH-13857342k	WH	I'm nervous in a weird way, because these people are kind of like my extended family. It's not a hard talk to give to strangers.	N	N	N	N	nonNone
WH-13857342m	WH	I'm sorry, but I've received quite a flurry of threats. I've asked these people to form an orderly line, and you're in back.	N	N	N	N	nonNone
WH-13857342o	WH	The smear tactics aren't going to work. These people have known me for over a decade.	N	N	N	N	nonNone
M-165c	M	Most of the arguments that I see against gay marriage invoke religious texts or figures.	N	N	N	N	nonNone
M-167a	M	Can't say I am against gay marriage, but that is the only argument I've heard against it that makes near any sense.	N	N	N	N	nonNone
M-173a	M	Banning gay marriage will promote the stability of straight marriages.	N	N	N	N	nonNone
M-174a	M	Marriage costs the government money, so banning gay marriage is thrifty.	N	N	N	N	nonNone
M-179a	M	Because gay people don't accidentally have kids. It turns out, people who actually WANT kids make better parents!	N	N	N	N	nonNone
M-180a	M	As a gay Iowan who is married, thank you for representing us (Iowans) as rational intelligent human beings.	N	N	N	N	nonNone
WH-2756873076b	WH	@BlackOpal80 ...as soon as you follow enough known anti-feminists their block list activates and blocks you. Possible she is unaware of me.	N	N	N	N	nonNone
WH-2756873076c	WH	RT @Beowolf72: @MT8_9 @egyptinparadise @JudgyBitch1 those women are OK....Can't tell a woman how to dress.........Oh, wait a tick... http:/â€¦	N	N	N	N	nonNone
WH-2941145694b	WH	@curdistani The scary thing is that these people are the leaders of their culture. He should get together with Oktar and his anti-evolution.	N	N	N	N	nonNone
WH-2941145694y	WH	RT @pies_n_prophet: @HPluckrose @RichardDawkins 'these people do not share your values' former archbishop of Mosul we project our enlighteâ€¦	N	N	N	N	nonNone
WH-567342000000000000a	WH	"A new study released today says teens are not getting enough sleep" - no kidding? Who pays these people to say things that are obvious?	N	N	N	N	nonNone
WH-571742000000000000a	WH	The smear tactics aren't going to work. These people have known me for over a decade.	N	N	N	N	nonNone
WH-572355000000000000e	WH	#mkr why do all these people WANT to cook for a living? Don't they realise it's another chore, just more housework? It's fun once or twice &gt;	N	N	N	N	nonNone
WH-572355000000000000f	WH	Love all these people having a go at Kat like she is the only one ever to vote strategically in #MKR history. Happens every year.	N	N	N	N	nonNone
WH-572355000000000000g	WH	RT @Msloulou77: These people are seriously deluded to think they have any 'future in food' beyond eating it. #MKR	N	N	N	N	nonNone
WH-575533000000000000a	WH	@desertfox899 @jhamby why interact with these people?	N	N	N	N	nonNone
WH-575597000000000000b	WH	I don't even remember any of these people #mkr	N	N	N	N	nonNone
WH-575597000000000000c	WH	Who are these people LOL #MKR	N	N	N	N	nonNone
WH-575598000000000000d	WH	Who are all these people? I've forgotten #mkr	N	N	N	N	nonNone
WH-575612000000000000e	WH	Oh god, all these people that I don't like that I'd forgotten about #goaway #10000teamsleft #MKR	N	N	N	N	nonNone
WH-576100000000000000f	WH	I'm sorry, but I've received quite a flurry of threats. I've asked these people to form an orderly line, and you're in back.	N	N	N	N	nonNone
WH-576250000000000000g	WH	@theMirai @SirGoldenrod @sloshedtrain2 @srhbutts it's incorrect. it's in no way related to email addresses (are these people technical?)	N	N	N	N	nonNone
M-765-F	M	"What kind of female? A female cat? A female zebra? A female buffalo?"	N	N	N	N	nonNone
WH-930620467j	WH	RT @MKriegbaumJr: Call me sexist, but if you need a specific training segment for coaching women, it defeats the purpose of equality acrossâ€¦	N	N	N	N	nonNone
D-0a	D	!!! RT @mayasolovely: As a woman you shouldn't complain about cleaning up your house. &amp; as a man you should always take the trash out...	N	N	N	N	nonNone
D-116	D	"@DomWorldPeace: Baseball season for the win. #Yankees" This is where the love started	N	N	N	N	nonNone
D-119	D	"@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms."	N	N	N	N	nonNone
D-121	D	"@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;    They *are* fairy tale creatures.	N	N	N	N	nonNone
D-125	D	"@FunnyPicsDepot: this the "I play soccer, cheat on girls, and wear khaki coloured cargos" haircut http://t.co/ZUai7qWBIR" &#128514; yup	N	N	N	N	nonNone
D-166	D	"@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!" This is still the early bird special. #ComeAtMeUT	N	N	N	N	nonNone
D-182	D	"@MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks" @dliming35 #bum	N	N	N	N	nonNone
D-183	D	"@M_Rad: &#8220;@DezDLT: "I play soccer, cheat on girls, and wear khaki coloured cargos" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao"@soccerboy_04	N	N	N	N	nonNone
D-192	D	"@Mesha_nojas: @_Vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588;" I got hicks lol	N	N	N	N	nonNone
D-198	D	"@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm" #Climate	N	N	N	N	nonNone
D-272	D	"@UberFacts: 15 sad TV character deaths we're still bitter over... http://t.co/uLclFUF8nC http://t.co/1RXYQOOsM0"ned stark was the man	N	N	N	N	nonNone
D-277	D	"@WBUR: A smuggler explains how he helped fighters along the "Jihadi Highway": http://t.co/UX4anxeAwd"	N	N	N	N	nonNone
D-287	D	"@Yankees: Down 6-1, #Yankees look to rally in the bottom of the 9th." #RALLYCAP	N	N	N	N	nonNone
D-318	D	"@ayyee_ceee_: One mans trash &#128686; is another mans treasure &#127942;"	N	N	N	N	nonNone
D-334	D	"@g0rillaz0e: Sitting on my window sill, window open, bird tries to fly in. Smacked it. #ProtectTheAnimals" @peta	N	N	N	N	nonNone
D-336	D	"@greggutfeld: a video an entire media will likely mock. http://t.co/XFr1cRXWSm" i am such a crybaby	N	N	N	N	nonNone
D-341	D	"@hxhassan: Jihadi patron Hajjaj al-Ajmi is arrested at Kuwait airport https://t.co/ZmloKfWDQl"	N	N	N	N	nonNone
D-346	D	"@iTrapWatermelon: tweety bird tho &#128514;&#128514;&#128514;&#128514;https://t.co/JbnoNM3N1P"	N	N	N	N	nonNone
D-356	D	"@jethromass: Photo: http://t.co/CxRs5BVhPw" he is in sole heaven	N	N	N	N	nonNone
D-361	D	"@kazooook: We actin like it's the 7th day @WesGodLaFlare http://t.co/s9gMtEvpaT"  &#128123;spook	N	N	N	N	nonNone
D-369	D	"@metroadlib: colored contacts in your eyes?  blinders on mine.  cause i can't see you at all." Lmao	N	N	N	N	nonNone
D-375	D	"@nohands_24: "@20ToLife_: "@nohands_24: "@DejaaLeeann_: @B_Coleman2 swears I'm #1 man" easily" easily" behind Austin" nip?	N	N	N	N	nonNone
D-63	D	"@Addicted2Guys: -SimplyAddictedToGuys http://t.co/1jL4hi8ZMF" woof woof hot scally lad	N	N	N	N	nonNone
D-468	D	"How about we draft all those gung-ho folks and send them to Afghanistan or other war zones so they can show their... http://t.co/sR1zceHx	N	N	N	N	nonNone
D-645	D	"fuck you you pussy ass hater go suck a dick and die quick" - Someone, to me, in Youtube comments. I think we'd be good friends.	N	N	N	N	nonNone
D-684	D	#BigBird was made by a gay couple. So yes, under a GOP world the bird would not have existed since its creators would be in jail for sodomy.	N	N	N	N	nonNone
D-779	D	#Royals Milwaukee let Yost go.Now they wished they hadn't cause they suck.How about now.He's the guy win or lose. Yankees fire Girardi &#128073;Yost	N	N	N	N	nonNone
D-780	D	#RuinAComedian @midnight Charlie Lapdance	N	N	N	N	nonNone
D-848	D	#drunk #trash #trashed #wasted @ The Draught Horse http://t.co/UvWkhpEswh	N	N	N	N	nonNone
D-935	D	#tbt when i took my likkle monkey jimmys http://t.co/LIK3xpZ6eZ	N	N	N	N	nonNone
M-1000	M	People see this as a racial issue, when the truth is that illegal immigrants and they jobs they take fuck over everyone except the corrupt employer who is hiring and taking advantage of the illegal immigrants.	N	N	N	N	nonNone
D-1112	D	&#8220;@A_Brown_30: Frogger, best game ever&#8221; only cuz You suck at flappy bird	N	N	N	N	nonNone
D-1173	D	&#8220;@BobbyBudnic Oxtails and yellow rice is blasphemy&#8221; boneless	N	N	N	N	nonNone
D-1249	D	&#8220;@Deuce1990: What will the Lakers be after kobe&#8221; trash	N	N	N	N	nonNone
D-1305	D	&#8220;@GianneNichole: Lakers really trash.&#8221;&#128686;	N	N	N	N	nonNone
D-1505	D	&#8220;@Queendev_: My leave out is trash &#128552;&#8221;&#128557;&#128557;&#128557; u sick	N	N	N	N	nonNone
D-1546	D	&#8220;@SexualMedic: How I feel when I'm throwing trash away... http://t.co/qQ94N1rD5N&#8221; everyday in school.	N	N	N	N	nonNone
D-1600	D	&#8220;@TheSportsDiva23: Adam Jones homers Yankees now lead 5-3.&#8221;Guy is a monsta	N	N	N	N	nonNone
D-1626	D	&#8220;@UTRagers: COLT MCCOY WINS&#8252;&#65039;  #HookEm&#128002;&#8221; he's still trash	N	N	N	N	nonNone
D-1636	D	&#8220;@WORSTRAPLYRlCS: http://t.co/hE19TIfqFX&#8221;    How is this trash...	N	N	N	N	nonNone
D-1812	D	&#8220;@hoppk92: @WCCORosen Sick of all the trash talk and cocky attitudes. #shutupandplay&#8221; Refs have to take control when needed	N	N	N	N	nonNone
D-1821	D	&#8220;@iSignMyOwnBoobs thats my fav part on Take Care&#8221;whole album trash	N	N	N	N	nonNone
D-1906	D	&#8220;@notflappybird: Tag a friend that sucks at flappy bird&#8221; @me	N	N	N	N	nonNone
D-1977	D	&#8220;@ttevy_8: i want affection 24/7 but i also want to be left alone 24/7... do you see the issue here?&#8221;fag	N	N	N	N	nonNone
D-2204	D	*squak squak squak squak*  Me: bird shut up!!!  *squak*  Alex: that was an act of defiance   @Alextalksback	N	N	N	N	nonNone
D-2259	D	12 oz arizona's trash	N	N	N	N	nonNone
D-2360	D	@1SonofYahweh &amp; what we do with our foolish proud selves? Roll our eyes, pretend that we dont see, mock or laff at them, arrogant attitudes	N	N	N	N	nonNone
D-2508	D	@Anotherpotheadd lucky monkey	N	N	N	N	nonNone
D-2629	D	@BeeKayNS alas, I am proficient in neither. my skills are limited to pointless stat memorization + trash talk.	N	N	N	N	nonNone
D-2653	D	@Big_Jim777 happy birthday you dirty little bird &#128520; tear it up &#127867;&#127881;&#127880;	N	N	N	N	nonNone
D-2737	D	@BrenJJGMom @hweldon Well...how about those Yankees this year? What a run. #wtfiswrongwithnebraska	N	N	N	N	nonNone
D-2783	D	@CBSThisMorning @charlierose @NorahODonnell tx trash your show was a disgrace this AM engaging w @MittRomney disrespecting the President	N	N	N	N	nonNone
D-2902	D	@CheckMyLingo_ @Kingpin_Terror ima get this so every time I throw trash away its where it really belongs http://t.co/DRGBekvzun	N	N	N	N	nonNone
D-2908	D	@ChickenColeman if McCoy wasn't trash that's a TD	N	N	N	N	nonNone
D-2940	D	@CokaMoschiach_ his defense is trash, and he's been rocked by Jesus Soto Karass, and Diego Chaves.	N	N	N	N	nonNone
D-2960	D	@ConanOBrien dat is one ugly animal but da monkey is adorable.	N	N	N	N	nonNone
D-2997	D	@DHSJournal I run CP in our community. Local cops treat ppl like trash for that. I hate it. Makes ppl think its a waste	N	N	N	N	nonNone
D-3177	D	@EakaErick I wouldn't share a wave with those trash cans	N	N	N	N	nonNone
D-3265	D	@FloralElephants THE WASP OF ANGRY LEGEND. BEAT IT INTO A SQUISHY PULP!!!	N	N	N	N	nonNone
D-3268	D	@Flyers4Cup boy I had no idea that was coming. It's called a smartphone. You're horrible at trash talk	N	N	N	N	nonNone
D-3315	D	@GWDrums @samzbikowski Oh, wait! *"can I get that photo of me playin with Creed's SIDE PROJECT by itself?" My bad. Yeah, FOB is embarrassing	N	N	N	N	nonNone
D-3319	D	@GabeJGonzalez @RPopBox and a prime Leija would trash most of these 140 dudes today!	N	N	N	N	nonNone
D-3324	D	@GarciaC28 those nudes were trash &#128514;&#128514;&#128514;&#128557;&#128557;&#128557;&#128557;	N	N	N	N	nonNone
D-3356	D	@Gladvillian_ dont get that bacon stuffed crust tho its trash	N	N	N	N	nonNone
D-3379	D	@GossipCop jay-z and bey they will never be..jus trash	N	N	N	N	nonNone
D-3407	D	@GroteSmurf0 @illMartino @SvensTweet @KangUcup3 goh d AnoniemeAso meeting heeft weer pauze.Nog steeds niet bij hoofdstuk:hoe haal ik m'n ID?	N	N	N	N	nonNone
D-3604	D	@InedibleFood Quickscoping trash. TAKE OF THE TONY HAWK SETUP AND PLAY NORMALLY. THAT'S NOT WHAT SNIPERS ARE FOR!	N	N	N	N	nonNone
D-3612	D	@Ish_MallyMal @JayJuice22 all trash to me	N	N	N	N	nonNone
D-3669	D	@JT_Cameron92 or your in the ghetto	N	N	N	N	nonNone
D-3791	D	@JonJ_07 like their players really been talking trash about Bama.	N	N	N	N	nonNone
D-3796	D	@JonnieSantana He's definitely trash. But if Bill Cohwer or Stanford 's head coach want the job I'd hire them. With a new gm of course	N	N	N	N	nonNone
D-3801	D	@Josh_Ward thuggery? Cheating? Talking trash? Who's doing that besides Jameis? And isn't ND in the middle of cheating issues?	N	N	N	N	nonNone
D-3870	D	@KateWhineHall I starting laughing "worked out"...not b/c I think its funny that you work...  *throws phone in trash over butchered subtweet	N	N	N	N	nonNone
D-3943	D	@KingHov1313 @Pr3ttyN33 song trash....	N	N	N	N	nonNone
D-4033	D	@LifeAsKing I've only like about 3 pair..they're overpriced trash ..	N	N	N	N	nonNone
D-4114	D	@MSoltan18 @KoredeB9 I don't suck tho, you're just mad because you're trash and I carried you. you always had 0 points	N	N	N	N	nonNone
D-4129	D	@MaddSlander &#128514; welcome back b.. without your daily rants my TL was trash af	N	N	N	N	nonNone
D-4185	D	@McSheeti means trash lol	N	N	N	N	nonNone
D-4237	D	@MikesGraffix @MalachiDupre all that trash talk and we win championships!!! You're boring me dude #NationalChamps	N	N	N	N	nonNone
D-4289	D	Morning_Joe Wonder how many US citizens have joined ISIS after listening to Joe Scarborough trash this black President?	N	N	N	N	nonNone
D-4346	D	@NTXProgressive Yeah..cause if anyone thinks this clown went to @target to buy Oreos is as stupid as all of them look	N	N	N	N	nonNone
D-4347	D	@NYDNSports @Yankees ugh , @Espo4710 put one 420 dead center off him @StFrancisNews	N	N	N	N	nonNone
D-4765	D	RT @ahmadblack35: Can someone find the Georgia fan who talked trash to me and told me he hope we don't end up like Tennessee? Tell him I'm &#8230;	N	N	N	N	nonNone
D-4863b	D	RT @iAmBitchassness: stop fucking calling these legends trash. Cuz the top artists of our generation "take" from the legends.	N	N	N	N	nonNone
D-4913	D	RT @SteveWorks4You @teaparty ...anti American Republicans and teabaggers stop forcing ur religion on the rest of us. Stockman u dont pray.liar	N	N	N	N	nonNone
D-5318	D	@Wuzzername could get half a band off me RT @ToeKnee2GX: Fellas.... @ your dope female followers and state how much you'd pay for their pussy	N	N	N	N	nonNone
D-5480	D	"@_Linsanity22 derrrrrrr, 1st of all her songs are actually good compared to the other trash, +++ shes SUCH a showman omg"	N	N	N	N	nonNone
D-6110	D	@erinscafe We hate them more than the Cowboys and Yankees.	N	N	N	N	nonNone
D-6838	D	mcclearyb0y other than those the university and the white black and red ones .. The rest trash anyway. They just making shit up now	N	N	N	N	nonNone
D-7364	D	@thereal_EMandM I'm off whenever I feel like it. I'm off til Monday. And you put in your two weeks flip them the bird mannn	N	N	N	N	nonNone
D-7606	D	@zlarge20 bro once I'm there next year I'll make you look like straight trash so enjoy it the little time you have left	N	N	N	N	nonNone
D-10327	D	I be telling Mcgirt music ain't enough. You gotta have a non music related agenda. Them crackers want to sell something with your face.	N	N	N	N	nonNone
D-12318	D	Its the NATURE of birds. YOU LET ONE of them eat---Next thing you know you've invited the entire ecosystem to shit on your car. #SFvsSTL	N	N	N	N	nonNone
D-13036	D	Man I just watched that 50 shades of gay trailer and that shit looked like the wackest movie of all time. Y'all be hyping up trash on here	N	N	N	N	nonNone
D-14175	D	Photo: deafreaperventus: wayward-sons-and-fallen-angels: murderous-crows: *gay intensifies* are you saying... http://t.co/qbktWtWFCY	N	N	N	N	nonNone
D-14350	D	Grown men, wearing jerseys with other grown men's name on them.. Don't forget your fucking pom poms.	N	N	N	N	nonNone
D-17125	D	RT @OGMarcusC: I hate stereotypes.Preconceived notions that black men are athletes or criminals.. Black women are ghetto and confined to t...	N	N	N	N	nonNone
D-18931	D	@SwayHasAnswers: Twerking is ghetto until White people do it. </s><s> Hip Hop culture is violent & dangerous until they want to profit of it.	N	N	N	N	nonNone
D-19969	D	@lildurk_: S/o all my real fans who can wait and not want me to put out trash like other rappers #signedtothestreets2 #iGO	N	N	N	N	nonNone
D-20021	D	RT @lovesexdeath_: @TonyJRodriguez im queer as a three dollar bill and my first response to her coming out was sarcastic 'wow really? never&#8230;	N	N	N	N	nonNone
D-22221	D	These girls going to school with all kind og aquatic colored weaves in their head.Fuck going on?	N	N	N	N	nonNone
D-22668	D	Tired of these butthurt @samsung commercials. Ya phones trash b.. We don't want em	N	N	N	N	nonNone
D-22858	D	Uncle Tom Hypocrite! http://t.co/cyc9MAdJpQ	N	N	N	N	nonNone
D-24381	D	guys that cheat on their girlfriend are trash. the girls that know he has a girlfriend are also trash.	N	N	N	N	nonNone
D-199331	D	@downswinging: brendon urie must make other boys feel like trash	N	N	N	N	nonNone
WH-12201452	WH	These girls really put the ASS in sass #mkr	N	N	N	N	nonNone
WH-25257175	WH	These girls are pretty...awful. #gohome #MKR	N	N	N	N	nonNone
WH-44496152	WH	These girls need to go. Their vanity is making me ill. Very unattractive #mkr	N	N	N	N	nonNone
WH-56961221	WH	RT @_maxius_: These girls really put the ASS in sass #mkr	N	N	N	N	nonNone
WH-181965556	WH	Bloody hell! How many more times can we see these people cook at home? #MKR	N	N	N	N	nonNone
WH-359236505	WH	And we'll keep doing instant restaurant rounds until these people can learn to bloody cook! #MKR	N	N	N	N	nonNone
WH-389706217	WH	@mykitchenrules The Sassy Foods feeling http://t.co/TtqS1N27OL #MKR2015 #MKR these girls are vile people #KillerBlondes #basichotdog #nobun	N	N	N	N	nonNone
WH-1913262020	WH	RT @colonelkickhead: And we'll keep doing instant restaurant rounds until these people can learn to bloody cook! #MKR	N	N	N	N	nonNone
WH-5.52E+17	WH	@MikePrysner @ChristophHeer52 Where is your evidence that any of these people are Nazis, Putin troll.	N	N	N	N	nonNone
WH-5.57E+17	WH	@ianbremmer @nrllhkose Fuck these people that want to steal our freedom of speech for the sake of a fascist religious ideology.	N	N	N	N	nonNone
WH-5.71E+17	WH	Want more women in FOSS? Dropkick these people into the sun.	N	N	N	N	nonNone
WH-13857342c	WH	@Taxis__ don't really know, most of those people are dumb.	N	N	N	N	nonNone
M-172b	M	Banning gay marriage will raise birth rates somehow. Babies babies babies.	N	N	N	N	nonNone
M-181c	M	We are so fucking overpopulated that there is no way I (if I were a judge) would consider that argument valid in a case of banning gay marriage.	N	N	N	N	nonNone
WH-2756873076a	WH	@eaballesty @dileted @tim_geelen Those women are not exploited. They make a calculated choice to use sex to advance careers.	N	N	N	N	nonNone
WH-2941145694g	WH	@JohnMannMP @JoRitson Now you assholes continue to victimize those girls by trying to create distractions while letting the rapists go free.	N	N	N	N	nonNone
WH-572336000000000000b	WH	And we'll keep doing instant restaurant rounds until these people can learn to bloody cook! #MKR	N	N	N	N	nonNone
WH-572336000000000000c	WH	Bloody hell! How many more times can we see these people cook at home? #MKR	N	N	N	N	nonNone
WH-572336000000000000d	WH	RT @colonelkickhead: And we'll keep doing instant restaurant rounds until these people can learn to bloody cook! #MKR	N	N	N	N	nonNone
WH-930620467c	WH	@Vonta624 Look dude black women are beneath you on the shitty world white supremacist hierarchy maybe try solidarity	N	N	N	N	nonNone
D-123	D	"@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real.". CC: @BENBALLER hahaha	N	N	N	N	nonNone
D-4309	D	naw them boys trash we started coasting	N	N	N	N	nonNone
M-108	M	An #illegal is an illegal. Keep them out!	Y	N	Y	Y	offBoth
M-142	M	Hillary wants us to meet young illegals. I'd like her to meet young unemployed black Americans.	Y	N	Y	Y	offBoth
M-252	M	Stop! No poors allowed	Y	N	Y	Y	offBoth
M-326	M	To add a bit to the old Jimmy Breslin quote; in the minds of the Rich, Republicans, and rich Republicans, the poor cannot be made to suffer enough.	Y	N	Y	Y	offBoth
M-328	M	Hell, I'm just waiting for the day when we compress the poor into bricks for use in walling off the border with Mexico.	Y	N	Y	Y	offBoth
M-473	M	Some females are sneaky and competitive ... they lowkey want a man with a girl so they can "Take him" lol	Y	N	Y	Y	offBoth
M-663	M	 SOME females are just that though. They’re too old and not considered girls anymore but don’t conduct themselves as women and they’re definitely not a lady, so they’re JUST genetically females.	Y	N	Y	Y	offBoth
C-8665101	C	Liverals are the biggest block in making America great again. America is our country too, stop trying to destroy it because it is our country too	Y	N	Y	Y	offBoth
C-866500764	C	"Moderate Muslims will join ISIS if you make us angry." London's Muslim Mayor. How do they think this will look good for them?	Y	N	Y	Y	offBoth
